127.0.0.1 - - [17/Jul/2018:09:30:06 +0530] "GET / HTTP/1.1" 404 1073
0:0:0:0:0:0:0:1 - - [17/Jul/2018:19:14:17 +0530] "GET /FundooNotes/getallnotesofuser HTTP/1.1" 200 1050
0:0:0:0:0:0:0:1 - - [17/Jul/2018:19:14:20 +0530] "GET /FundooNotes/getallnotesofuser HTTP/1.1" 200 1050
0:0:0:0:0:0:0:1 - - [17/Jul/2018:19:14:26 +0530] "GET /FundooNotes/getallnotesofuser HTTP/1.1" 200 1050
0:0:0:0:0:0:0:1 - - [17/Jul/2018:19:14:59 +0530] "GET /FundooNotes/getallnotesofuser HTTP/1.1" 200 1050
0:0:0:0:0:0:0:1 - - [17/Jul/2018:19:15:00 +0530] "GET /FundooNotes/getallnotesofuser HTTP/1.1" 200 1050
0:0:0:0:0:0:0:1 - - [17/Jul/2018:19:15:53 +0530] "GET /FundooNotes/getallnotesofuser HTTP/1.1" 200 1050
0:0:0:0:0:0:0:1 - - [17/Jul/2018:19:16:09 +0530] "GET /FundooNotes/getallnotesofuser HTTP/1.1" 200 1050
0:0:0:0:0:0:0:1 - - [17/Jul/2018:19:23:10 +0530] "GET /FundooNotes/getallnotesofuser HTTP/1.1" 200 1050
0:0:0:0:0:0:0:1 - - [17/Jul/2018:19:23:11 +0530] "GET /FundooNotes/getallnotesofuser HTTP/1.1" 200 1050
0:0:0:0:0:0:0:1 - - [17/Jul/2018:19:24:10 +0530] "GET /FundooNotes/getallnotesofuser HTTP/1.1" 200 1050
0:0:0:0:0:0:0:1 - - [17/Jul/2018:19:24:58 +0530] "OPTIONS /FundooNotes/getallnotesofuser HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [17/Jul/2018:19:24:59 +0530] "GET /FundooNotes/getallnotesofuser HTTP/1.1" 200 1050
0:0:0:0:0:0:0:1 - - [17/Jul/2018:19:25:25 +0530] "GET /FundooNotes/getallnotesofuser HTTP/1.1" 200 1050
0:0:0:0:0:0:0:1 - - [17/Jul/2018:19:29:38 +0530] "GET /FundooNotes/getallnotesofuser HTTP/1.1" 200 1170
0:0:0:0:0:0:0:1 - - [17/Jul/2018:19:30:42 +0530] "GET /FundooNotes/getallnotesofuser HTTP/1.1" 200 1170
0:0:0:0:0:0:0:1 - - [17/Jul/2018:19:30:48 +0530] "GET /FundooNotes/getallnotesofuser HTTP/1.1" 200 1170
0:0:0:0:0:0:0:1 - - [17/Jul/2018:19:39:05 +0530] "POST /FundooNotes/login HTTP/1.1" 200 219
0:0:0:0:0:0:0:1 - - [17/Jul/2018:19:41:13 +0530] "POST /FundooNotes/updatenotes/ HTTP/1.1" 500 1135
